path,label,fold,neutral,happiness,surprise,sadness,anger,disgust,fear,contempt,source_row
FER2013Train/fer0000116.png,4,0,2,0,0,0,6,2,0,0,117
FER2013Train/fer0000117.png,1,0,1,9,0,0,0,0,0,0,118
FER2013Train/fer0000118.png,0,0,6,4,0,0,0,0,0,0,119
FER2013Train/fer0000119.png,4,0,0,0,0,0,10,0,0,0,120
FER2013Train/fer0000120.png,3,0,3,0,0,7,0,0,0,0,121
FER2013Train/fer0000121.png,0,0,6,2,1,0,0,0,0,0,122
FER2013Train/fer0000123.png,1,0,0,10,0,0,0,0,0,0,124
FER2013Train/fer0000124.png,1,0,1,8,0,0,0,0,0,0,125
FER2013Train/fer0000126.png,0,0,6,0,0,2,0,0,0,2,127
FER2013Train/fer0000127.png,2,0,0,0,10,0,0,0,0,0,128
FER2013Train/fer0000128.png,0,0,5,0,0,4,0,0,0,0,129
FER2013Train/fer0000129.png,3,0,0,0,0,10,0,0,0,0,130
FER2013Train/fer0000130.png,3,0,4,0,0,6,0,0,0,0,131
FER2013Train/fer0000131.png,6,0,1,0,2,1,0,0,5,1,132
FER2013Train/fer0000132.png,1,0,4,6,0,0,0,0,0,0,133
FER2013Train/fer0000133.png,0,0,5,0,0,0,1,0,0,4,134
FER2013Train/fer0000134.png,0,0,8,0,0,2,0,0,0,0,135
FER2013Train/fer0000135.png,0,0,8,0,0,0,0,0,0,1,136
FER2013Train/fer0000136.png,4,0,1,0,2,0,7,0,0,0,137
FER2013Train/fer0000137.png,0,0,5,1,0,3,0,0,0,0,138
FER2013Train/fer0000138.png,1,0,1,6,3,0,0,0,0,0,139
FER2013Train/fer0000140.png,0,0,7,3,0,0,0,0,0,0,141
FER2013Train/fer0000141.png,1,0,0,10,0,0,0,0,0,0,142
FER2013Train/fer0000142.png,1,0,0,9,0,0,0,0,0,0,143
FER2013Train/fer0000143.png,1,0,0,9,1,0,0,0,0,0,144
FER2013Train/fer0000144.png,1,0,0,10,0,0,0,0,0,0,145
FER2013Train/fer0000146.png,4,0,0,0,1,0,7,0,0,0,147
FER2013Train/fer0000147.png,0,0,5,0,0,4,0,1,0,0,148
FER2013Train/fer0000148.png,2,0,0,0,9,0,0,0,1,0,149
FER2013Train/fer0000150.png,4,0,3,0,0,1,5,1,0,0,151
FER2013Train/fer0000151.png,0,0,6,3,0,0,0,0,0,1,152
FER2013Train/fer0000152.png,1,0,0,10,0,0,0,0,0,0,153
FER2013Train/fer0000153.png,0,0,6,0,0,2,1,1,0,0,154
FER2013Train/fer0000154.png,2,0,0,0,8,0,1,0,1,0,155
FER2013Train/fer0000155.png,1,0,0,9,0,0,0,0,0,1,156
FER2013Train/fer0000157.png,0,0,7,0,0,2,1,0,0,0,158
FER2013Train/fer0000158.png,3,0,0,0,0,10,0,0,0,0,159
FER2013Train/fer0000159.png,2,0,0,0,10,0,0,0,0,0,160
FER2013Train/fer0000160.png,0,0,6,0,0,1,2,1,0,0,161
FER2013Train/fer0000161.png,1,0,0,10,0,0,0,0,0,0,162
FER2013Train/fer0000163.png,0,0,9,0,0,0,0,0,0,0,164
FER2013Train/fer0000164.png,1,0,0,10,0,0,0,0,0,0,165
FER2013Train/fer0000165.png,0,0,8,0,0,2,0,0,0,0,166
FER2013Train/fer0000166.png,1,0,0,10,0,0,0,0,0,0,167
FER2013Train/fer0000167.png,0,0,7,1,0,2,0,0,0,0,168
FER2013Train/fer0000168.png,0,0,8,0,0,0,1,0,0,0,169
FER2013Train/fer0000170.png,3,0,4,0,0,6,0,0,0,0,171
FER2013Train/fer0000171.png,0,0,7,0,0,0,2,0,0,1,172
FER2013Train/fer0000173.png,0,0,8,0,0,1,0,0,0,0,174
FER2013Train/fer0000174.png,2,0,0,2,8,0,0,0,0,0,175
FER2013Train/fer0000175.png,2,0,0,0,10,0,0,0,0,0,176
FER2013Train/fer0000176.png,0,0,5,2,0,1,0,0,0,1,177
FER2013Train/fer0000177.png,2,0,0,0,7,1,0,0,2,0,178
FER2013Train/fer0000178.png,4,0,0,0,0,0,10,0,0,0,179
FER2013Train/fer0000179.png,1,0,0,7,0,0,0,0,0,2,180
FER2013Train/fer0000180.png,2,0,1,0,8,0,0,0,1,0,181
FER2013Train/fer0000181.png,1,0,0,10,0,0,0,0,0,0,182
FER2013Train/fer0000182.png,0,0,7,0,0,1,0,0,0,1,183
FER2013Train/fer0000184.png,0,0,6,0,0,1,2,0,0,1,185
FER2013Train/fer0000185.png,4,0,1,1,0,3,4,0,0,0,186
FER2013Train/fer0000186.png,1,0,0,10,0,0,0,0,0,0,187
FER2013Train/fer0000187.png,0,0,7,0,1,0,0,0,0,1,188
FER2013Train/fer0000189.png,6,0,0,0,1,1,0,0,6,0,190
FER2013Train/fer0000190.png,2,0,0,0,8,0,0,0,2,0,191
FER2013Train/fer0000191.png,2,0,0,3,6,0,0,0,0,0,192
FER2013Train/fer0000192.png,2,0,0,0,8,0,0,0,2,0,193
FER2013Train/fer0000193.png,2,0,1,3,6,0,0,0,0,0,194
FER2013Train/fer0000194.png,0,0,8,0,0,1,0,0,0,0,195
FER2013Train/fer0000195.png,1,0,0,10,0,0,0,0,0,0,196
FER2013Train/fer0000197.png,0,0,9,0,0,0,1,0,0,0,198
FER2013Train/fer0000198.png,2,0,1,0,7,0,0,0,2,0,199
FER2013Train/fer0000199.png,3,0,3,0,0,6,0,0,0,0,200
FER2013Train/fer0000200.png,3,0,2,0,0,6,0,0,0,1,201
FER2013Train/fer0000202.png,0,0,9,0,0,1,0,0,0,0,203
FER2013Train/fer0000203.png,3,0,2,0,0,7,1,0,0,0,204
FER2013Train/fer0000204.png,2,0,0,0,8,0,0,0,2,0,205
FER2013Train/fer0000205.png,1,0,0,10,0,0,0,0,0,0,206
FER2013Train/fer0000206.png,1,0,0,10,0,0,0,0,0,0,207
FER2013Train/fer0000207.png,2,0,0,0,7,0,0,0,3,0,208
FER2013Train/fer0000208.png,0,0,4,0,3,0,1,0,1,0,209
FER2013Train/fer0000209.png,1,0,0,10,0,0,0,0,0,0,210
FER2013Train/fer0000210.png,0,0,10,0,0,0,0,0,0,0,211
FER2013Train/fer0000211.png,3,0,3,0,0,5,1,0,0,0,212
FER2013Train/fer0000212.png,1,0,0,10,0,0,0,0,0,0,213
FER2013Train/fer0000213.png,1,0,0,10,0,0,0,0,0,0,214
FER2013Train/fer0000214.png,1,0,1,9,0,0,0,0,0,0,215
FER2013Train/fer0000215.png,1,0,0,6,1,2,0,0,0,1,216
FER2013Train/fer0000216.png,0,0,6,3,0,0,0,0,0,1,217
FER2013Train/fer0000217.png,1,0,1,9,0,0,0,0,0,0,218
FER2013Train/fer0000218.png,1,0,0,9,1,0,0,0,0,0,219
FER2013Train/fer0000220.png,0,0,8,0,0,0,1,0,0,1,221
FER2013Train/fer0000221.png,0,0,8,0,1,0,0,0,0,0,222
FER2013Train/fer0000222.png,0,0,5,4,0,0,0,0,0,0,223
FER2013Train/fer0000223.png,2,0,0,0,10,0,0,0,0,0,224
FER2013Train/fer0000224.png,4,0,4,0,0,0,6,0,0,0,225
FER2013Train/fer0000225.png,0,0,10,0,0,0,0,0,0,0,226
FER2013Train/fer0000226.png,2,0,4,1,5,0,0,0,0,0,227
FER2013Train/fer0000227.png,0,0,9,0,1,0,0,0,0,0,228
FER2013Train/fer0000229.png,2,0,0,0,10,0,0,0,0,0,230
FER2013Train/fer0000230.png,3,0,2,0,0,7,1,0,0,0,231
FER2013Train/fer0000231.png,1,0,0,9,0,0,0,1,0,0,232
FER2013Train/fer0000232.png,4,0,1,0,0,0,9,0,0,0,233
FER2013Train/fer0000233.png,1,0,1,9,0,0,0,0,0,0,234
FER2013Train/fer0000234.png,0,0,8,0,0,1,1,0,0,0,235
FER2013Train/fer0000235.png,0,0,7,0,0,1,2,0,0,0,236
FER2013Train/fer0000236.png,2,0,0,0,10,0,0,0,0,0,237
FER2013Train/fer0000237.png,3,0,2,1,0,7,0,0,0,0,238
FER2013Train/fer0000238.png,0,0,6,0,1,3,0,0,0,0,239
FER2013Train/fer0000239.png,1,0,0,10,0,0,0,0,0,0,240
FER2013Train/fer0000240.png,3,0,1,0,0,9,0,0,0,0,241
FER2013Train/fer0000241.png,4,0,0,0,1,0,9,0,0,0,242
FER2013Train/fer0000242.png,0,0,10,0,0,0,0,0,0,0,243
FER2013Train/fer0000244.png,4,0,4,0,1,0,5,0,0,0,245
FER2013Train/fer0000245.png,0,0,10,0,0,0,0,0,0,0,246
FER2013Train/fer0000246.png,1,0,0,10,0,0,0,0,0,0,247
FER2013Train/fer0000247.png,4,0,3,0,0,0,6,0,0,1,248
FER2013Train/fer0000248.png,0,0,6,0,1,2,0,0,0,1,249
FER2013Train/fer0000249.png,0,0,10,0,0,0,0,0,0,0,250
FER2013Train/fer0000250.png,2,0,2,0,5,0,1,1,0,0,251
FER2013Train/fer0000251.png,2,0,2,0,7,1,0,0,0,0,252
FER2013Train/fer0000252.png,1,0,0,9,0,0,1,0,0,0,253
FER2013Train/fer0000253.png,1,0,0,10,0,0,0,0,0,0,254
FER2013Train/fer0000255.png,2,0,1,3,6,0,0,0,0,0,256
FER2013Train/fer0000256.png,2,0,0,1,9,0,0,0,0,0,257
FER2013Train/fer0000259.png,2,0,0,0,6,0,0,0,4,0,260
FER2013Train/fer0000260.png,0,0,8,1,0,0,1,0,0,0,261
FER2013Train/fer0000261.png,0,0,9,0,0,0,0,0,0,1,262
FER2013Train/fer0000262.png,0,0,5,0,0,1,2,0,0,1,263
FER2013Train/fer0000263.png,3,0,0,0,0,10,0,0,0,0,264
FER2013Train/fer0000264.png,1,0,0,10,0,0,0,0,0,0,265
FER2013Train/fer0000265.png,0,0,6,0,0,2,1,0,0,1,266
FER2013Train/fer0000267.png,0,0,10,0,0,0,0,0,0,0,268
FER2013Train/fer0000268.png,2,0,0,0,10,0,0,0,0,0,269
FER2013Train/fer0000270.png,0,0,8,0,0,1,0,0,0,1,271
FER2013Train/fer0000271.png,0,0,8,1,0,1,0,0,0,0,272
FER2013Train/fer0000272.png,0,0,6,0,0,3,0,0,0,1,273
FER2013Train/fer0000273.png,0,0,8,0,0,1,0,0,0,0,274
FER2013Train/fer0000274.png,4,0,0,0,0,1,9,0,0,0,275
FER2013Train/fer0000275.png,2,0,3,0,5,1,0,0,1,0,276
FER2013Train/fer0000276.png,1,0,0,10,0,0,0,0,0,0,277
FER2013Train/fer0000277.png,0,0,7,0,0,2,0,0,0,1,278
FER2013Train/fer0000278.png,2,0,1,0,8,0,0,0,1,0,279
FER2013Train/fer0000279.png,0,0,6,0,0,0,0,0,0,1,280
FER2013Train/fer0000280.png,0,0,7,0,0,1,2,0,0,0,281
FER2013Train/fer0000281.png,1,0,0,7,2,0,0,1,0,0,282
FER2013Train/fer0000282.png,1,0,0,9,1,0,0,0,0,0,283
FER2013Train/fer0000283.png,1,0,0,10,0,0,0,0,0,0,284
FER2013Train/fer0000284.png,1,0,0,10,0,0,0,0,0,0,285
FER2013Train/fer0000285.png,0,0,5,1,2,2,0,0,0,0,286
FER2013Train/fer0000286.png,1,0,0,9,1,0,0,0,0,0,287
FER2013Train/fer0000287.png,0,0,8,0,0,0,0,0,1,0,288
FER2013Train/fer0000288.png,0,0,5,0,0,0,4,0,0,0,289
FER2013Train/fer0000289.png,0,0,8,2,0,0,0,0,0,0,290
FER2013Train/fer0000290.png,1,0,0,9,0,0,0,1,0,0,291
FER2013Train/fer0000295.png,1,0,0,10,0,0,0,0,0,0,296
FER2013Train/fer0000296.png,3,0,0,1,0,6,2,0,0,0,297
FER2013Train/fer0000297.png,0,0,8,0,0,1,1,0,0,0,298
FER2013Train/fer0000298.png,5,0,1,0,0,1,2,3,1,1,299
FER2013Train/fer0000299.png,6,0,0,0,1,0,0,0,9,0,300
FER2013Train/fer0000300.png,0,0,5,0,0,1,3,0,0,0,301
FER2013Train/fer0000301.png,2,0,1,0,8,0,0,0,1,0,302
FER2013Train/fer0000302.png,1,0,1,9,0,0,0,0,0,0,303
FER2013Train/fer0000303.png,2,0,0,0,10,0,0,0,0,0,304
FER2013Train/fer0000304.png,3,0,3,0,0,6,0,0,0,0,305
FER2013Train/fer0000306.png,4,0,0,1,2,0,6,0,1,0,307
FER2013Train/fer0000308.png,1,0,0,10,0,0,0,0,0,0,309
FER2013Train/fer0000310.png,0,0,9,0,0,0,0,0,0,0,311
FER2013Train/fer0000311.png,0,0,9,0,0,1,0,0,0,0,312
FER2013Train/fer0000312.png,3,0,4,0,0,6,0,0,0,0,313
FER2013Train/fer0000313.png,3,0,1,0,0,6,1,0,0,0,314
FER2013Train/fer0000314.png,1,0,0,9,1,0,0,0,0,0,315
FER2013Train/fer0000315.png,2,0,1,0,8,0,1,0,0,0,316
FER2013Train/fer0000316.png,0,0,5,2,0,0,1,0,0,0,317
FER2013Train/fer0000317.png,3,0,0,0,0,10,0,0,0,0,318
FER2013Train/fer0000318.png,2,0,0,0,10,0,0,0,0,0,319
FER2013Train/fer0000319.png,0,0,9,0,0,1,0,0,0,0,320
FER2013Train/fer0000320.png,3,0,0,0,0,10,0,0,0,0,321
FER2013Train/fer0000321.png,2,0,0,0,6,0,0,0,3,0,322
FER2013Train/fer0000322.png,0,0,9,0,0,0,1,0,0,0,323
FER2013Train/fer0000323.png,1,0,0,10,0,0,0,0,0,0,324
FER2013Train/fer0000324.png,1,0,0,10,0,0,0,0,0,0,325
FER2013Train/fer0000325.png,1,0,0,10,0,0,0,0,0,0,326
FER2013Train/fer0000327.png,2,0,1,4,5,0,0,0,0,0,328
FER2013Train/fer0000328.png,2,0,4,0,6,0,0,0,0,0,329
FER2013Train/fer0000329.png,2,0,0,0,10,0,0,0,0,0,330
FER2013Train/fer0000330.png,1,0,0,10,0,0,0,0,0,0,331
FER2013Train/fer0000331.png,2,0,0,0,7,0,0,0,2,0,332
FER2013Train/fer0000332.png,1,0,0,10,0,0,0,0,0,0,333
FER2013Train/fer0000333.png,1,0,0,10,0,0,0,0,0,0,334
FER2013Train/fer0000334.png,1,0,0,10,0,0,0,0,0,0,335
FER2013Train/fer0000335.png,2,0,0,1,9,0,0,0,0,0,336
FER2013Train/fer0000336.png,0,0,9,0,0,0,0,0,0,1,337
FER2013Train/fer0000337.png,0,0,8,0,0,0,2,0,0,0,338
FER2013Train/fer0000338.png,3,0,1,0,0,9,0,0,0,0,339
FER2013Train/fer0000340.png,3,0,4,0,0,6,0,0,0,0,341
FER2013Train/fer0000341.png,4,0,1,0,0,1,8,0,0,0,342
FER2013Train/fer0000342.png,0,0,8,0,0,2,0,0,0,0,343
FER2013Train/fer0000344.png,2,0,0,0,9,0,1,0,0,0,345
FER2013Train/fer0000345.png,0,0,8,0,1,0,0,0,0,0,346
FER2013Train/fer0000346.png,0,0,10,0,0,0,0,0,0,0,347
FER2013Train/fer0000347.png,1,0,1,9,0,0,0,0,0,0,348
FER2013Train/fer0000348.png,4,0,1,0,0,2,7,0,0,0,349
FER2013Train/fer0000349.png,3,0,0,0,0,10,0,0,0,0,350
FER2013Train/fer0000350.png,1,0,0,7,1,0,2,0,0,0,351
FER2013Train/fer0000351.png,3,0,1,0,0,5,0,3,0,0,352
FER2013Train/fer0000353.png,2,0,0,4,6,0,0,0,0,0,354
FER2013Train/fer0000354.png,4,0,0,1,0,0,8,1,0,0,355
FER2013Train/fer0000355.png,1,0,0,10,0,0,0,0,0,0,356
FER2013Train/fer0000356.png,2,0,0,1,9,0,0,0,0,0,357
FER2013Train/fer0000357.png,3,0,2,0,0,6,1,0,0,1,358
FER2013Train/fer0000358.png,3,0,3,0,0,7,0,0,0,0,359
FER2013Train/fer0000359.png,0,0,5,0,3,1,0,0,0,0,360
FER2013Train/fer0000360.png,0,0,10,0,0,0,0,0,0,0,361
FER2013Train/fer0000361.png,2,0,0,0,10,0,0,0,0,0,362
FER2013Train/fer0000362.png,3,0,3,0,0,7,0,0,0,0,363
FER2013Train/fer0000363.png,1,0,0,10,0,0,0,0,0,0,364
FER2013Train/fer0000364.png,4,0,0,0,1,0,5,0,3,0,365
FER2013Train/fer0000365.png,1,0,0,10,0,0,0,0,0,0,366
FER2013Train/fer0000366.png,2,0,0,0,9,0,0,0,1,0,367
FER2013Train/fer0000367.png,3,0,2,0,0,7,0,0,0,0,368
FER2013Train/fer0000368.png,4,0,1,0,0,0,8,0,0,1,369
FER2013Train/fer0000369.png,1,0,0,5,4,0,0,0,0,0,370
FER2013Train/fer0000370.png,1,0,0,10,0,0,0,0,0,0,371
FER2013Train/fer0000371.png,6,0,0,0,0,0,0,0,9,1,372
FER2013Train/fer0000372.png,0,0,9,0,0,1,0,0,0,0,373
FER2013Train/fer0000373.png,4,0,0,0,2,0,8,0,0,0,374
FER2013Train/fer0000375.png,0,0,9,0,0,0,0,0,0,0,376
FER2013Train/fer0000377.png,1,0,1,6,0,1,0,0,0,0,378
FER2013Train/fer0000378.png,0,0,5,0,4,1,0,0,0,0,379
FER2013Train/fer0000379.png,1,0,1,9,0,0,0,0,0,0,380
FER2013Train/fer0000380.png,2,0,0,1,9,0,0,0,0,0,381
FER2013Train/fer0000381.png,0,0,8,1,0,0,0,0,1,0,382
FER2013Train/fer0000382.png,0,0,6,0,0,3,0,0,0,1,383
FER2013Train/fer0000383.png,1,0,1,9,0,0,0,0,0,0,384
FER2013Train/fer0000384.png,3,0,1,0,1,7,0,0,0,0,385
FER2013Train/fer0000386.png,4,0,1,0,0,0,7,1,0,1,387
FER2013Train/fer0000388.png,0,0,7,0,0,0,1,0,0,1,389
FER2013Train/fer0000390.png,3,0,2,0,0,7,0,0,0,0,391
FER2013Train/fer0000391.png,2,0,0,0,10,0,0,0,0,0,392
FER2013Train/fer0000392.png,0,0,6,0,3,0,0,0,0,0,393
FER2013Train/fer0000393.png,0,0,7,1,0,0,0,0,0,1,394
FER2013Train/fer0000394.png,0,0,8,0,0,2,0,0,0,0,395
FER2013Train/fer0000395.png,0,0,8,0,0,2,0,0,0,0,396
FER2013Train/fer0000396.png,0,0,9,0,0,1,0,0,0,0,397
FER2013Train/fer0000398.png,0,0,10,0,0,0,0,0,0,0,399
FER2013Train/fer0000399.png,3,0,0,0,0,10,0,0,0,0,400
FER2013Train/fer0000400.png,1,0,3,7,0,0,0,0,0,0,401
FER2013Train/fer0000401.png,0,0,5,0,1,2,0,0,1,0,402
FER2013Train/fer0000402.png,3,0,1,0,0,6,0,1,1,1,403
FER2013Train/fer0000403.png,4,0,1,0,0,0,6,0,0,1,404
FER2013Train/fer0000404.png,0,0,10,0,0,0,0,0,0,0,405
FER2013Train/fer0000405.png,1,0,0,10,0,0,0,0,0,0,406
FER2013Train/fer0000406.png,0,0,8,0,0,1,0,0,0,0,407
FER2013Train/fer0000407.png,1,0,1,6,3,0,0,0,0,0,408
FER2013Train/fer0000408.png,3,0,0,0,0,7,1,1,0,1,409
FER2013Train/fer0000409.png,4,0,1,1,2,0,5,0,0,0,410
FER2013Train/fer0000410.png,2,0,1,0,7,0,0,0,1,0,411
FER2013Train/fer0000411.png,4,0,1,1,1,0,6,0,0,0,412
FER2013Train/fer0000412.png,2,0,0,0,7,0,0,0,3,0,413
FER2013Train/fer0000413.png,3,0,0,0,0,10,0,0,0,0,414
FER2013Train/fer0000414.png,0,0,8,1,1,0,0,0,0,0,415
FER2013Train/fer0000415.png,3,0,0,0,0,7,0,2,0,0,416
FER2013Train/fer0000416.png,1,0,1,5,4,0,0,0,0,0,417
FER2013Train/fer0000417.png,0,0,5,0,0,1,0,0,0,0,418
FER2013Train/fer0000418.png,0,0,10,0,0,0,0,0,0,0,419
FER2013Train/fer0000419.png,0,0,5,0,0,1,2,1,0,0,420
FER2013Train/fer0000420.png,2,0,0,0,4,1,3,1,0,0,421
FER2013Train/fer0000421.png,0,0,5,0,0,4,0,0,0,0,422
FER2013Train/fer0000423.png,2,0,0,0,4,1,1,0,3,0,424
FER2013Train/fer0000424.png,2,0,1,0,7,0,0,0,2,0,425
FER2013Train/fer0000425.png,3,0,0,0,0,9,0,1,0,0,426
FER2013Train/fer0000426.png,0,0,7,0,0,3,0,0,0,0,427
FER2013Train/fer0000427.png,3,0,4,0,0,6,0,0,0,0,428
FER2013Train/fer0000428.png,3,0,0,1,0,7,1,0,1,0,429
FER2013Train/fer0000429.png,3,0,2,0,0,7,0,0,0,0,430
FER2013Train/fer0000430.png,0,0,6,0,0,2,2,0,0,0,431
