path,label,fold,neutral,happiness,surprise,sadness,anger,disgust,fear,contempt
FER2013Train/fer0000060.png,2,0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0
FER2013Train/fer0000061.png,1,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000062.png,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000063.png,1,0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000064.png,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000065.png,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000066.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000067.png,4,0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.7777777777777778,0.0,0.0,0.0
FER2013Train/fer0000068.png,0,0,0.625,0.0,0.0,0.125,0.125,0.0,0.125,0.0
FER2013Train/fer0000069.png,3,0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0
FER2013Train/fer0000070.png,0,0,0.5,0.0,0.0,0.125,0.25,0.0,0.0,0.125
FER2013Train/fer0000071.png,3,0,0.3333333333333333,0.0,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0
FER2013Train/fer0000072.png,6,0,0.2,0.1,0.2,0.1,0.0,0.0,0.4,0.0
FER2013Train/fer0000073.png,1,0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.4444444444444444,0.0,0.0,0.0
FER2013Train/fer0000074.png,0,0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
FER2013Train/fer0000075.png,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FER2013Train/fer0000076.png,0,0,0.6,0.0,0.0,0.2,0.1,0.1,0.0,0.0
FER2013Train/fer0000077.png,2,0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
FER2013Train/fer0000078.png,0,0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
FER2013Train/fer0000079.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000080.png,2,0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000081.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000082.png,0,0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000083.png,3,0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0
FER2013Train/fer0000084.png,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000085.png,3,0,0.375,0.0,0.0,0.625,0.0,0.0,0.0,0.0
FER2013Train/fer0000086.png,1,0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.2
FER2013Train/fer0000087.png,2,0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000088.png,0,0,0.5555555555555556,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111
FER2013Train/fer0000089.png,1,0,0.4,0.5,0.0,0.0,0.1,0.0,0.0,0.0
FER2013Train/fer0000090.png,0,0,0.5555555555555556,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0
FER2013Train/fer0000091.png,0,0,0.4444444444444444,0.0,0.0,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0
FER2013Train/fer0000092.png,1,0,0.0,0.7,0.0,0.0,0.2,0.0,0.0,0.1
FER2013Train/fer0000093.png,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
FER2013Train/fer0000094.png,0,0,0.6,0.0,0.0,0.2,0.0,0.0,0.2,0.0
FER2013Train/fer0000095.png,6,0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0
FER2013Train/fer0000096.png,1,0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000097.png,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0
FER2013Train/fer0000098.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000099.png,1,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000100.png,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000101.png,0,0,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
FER2013Train/fer0000102.png,1,0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0
FER2013Train/fer0000103.png,0,0,0.7,0.0,0.1,0.1,0.1,0.0,0.0,0.0
FER2013Train/fer0000104.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000105.png,0,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
FER2013Train/fer0000106.png,4,0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0
FER2013Train/fer0000107.png,2,0,0.1,0.0,0.8,0.0,0.0,0.0,0.1,0.0
FER2013Train/fer0000108.png,1,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000109.png,3,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0
FER2013Train/fer0000110.png,1,0,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000111.png,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
FER2013Train/fer0000112.png,0,0,0.4,0.0,0.0,0.1,0.4,0.0,0.0,0.1
FER2013Train/fer0000113.png,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000114.png,3,0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0
FER2013Train/fer0000115.png,0,0,0.875,0.0,0.0,0.0,0.125,0.0,0.0,0.0
FER2013Train/fer0000116.png,4,0,0.2,0.0,0.0,0.0,0.6,0.2,0.0,0.0
FER2013Train/fer0000117.png,1,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000118.png,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000119.png,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FER2013Train/fer0000120.png,3,0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0
FER2013Train/fer0000121.png,0,0,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000122.png,0,0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0
FER2013Train/fer0000123.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000124.png,1,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000125.png,0,0,0.5,0.0,0.0,0.25,0.0,0.125,0.0,0.125
FER2013Train/fer0000126.png,0,0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.2
FER2013Train/fer0000127.png,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000128.png,0,0,0.5555555555555556,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0
FER2013Train/fer0000129.png,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000130.png,3,0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0
FER2013Train/fer0000131.png,6,0,0.1,0.0,0.2,0.1,0.0,0.0,0.5,0.1
FER2013Train/fer0000132.png,1,0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000133.png,0,0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.4
FER2013Train/fer0000134.png,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0
FER2013Train/fer0000135.png,0,0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
FER2013Train/fer0000136.png,4,0,0.1,0.0,0.2,0.0,0.7,0.0,0.0,0.0
FER2013Train/fer0000137.png,0,0,0.5555555555555556,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
FER2013Train/fer0000138.png,1,0,0.1,0.6,0.3,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000139.png,0,0,0.4444444444444444,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111
FER2013Train/fer0000140.png,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000141.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000142.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000143.png,1,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000144.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000145.png,0,0,0.5,0.25,0.125,0.0,0.0,0.0,0.0,0.125
FER2013Train/fer0000146.png,4,0,0.0,0.0,0.125,0.0,0.875,0.0,0.0,0.0
FER2013Train/fer0000147.png,0,0,0.5,0.0,0.0,0.4,0.0,0.1,0.0,0.0
FER2013Train/fer0000148.png,2,0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0
FER2013Train/fer0000149.png,3,0,0.0,0.1,0.2,0.3,0.2,0.0,0.2,0.0
FER2013Train/fer0000150.png,4,0,0.3,0.0,0.0,0.1,0.5,0.1,0.0,0.0
FER2013Train/fer0000151.png,0,0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.1
FER2013Train/fer0000152.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000153.png,0,0,0.6,0.0,0.0,0.2,0.1,0.1,0.0,0.0
FER2013Train/fer0000154.png,2,0,0.0,0.0,0.8,0.0,0.1,0.0,0.1,0.0
FER2013Train/fer0000155.png,1,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1
FER2013Train/fer0000156.png,4,0,0.25,0.0,0.0,0.125,0.375,0.25,0.0,0.0
FER2013Train/fer0000157.png,0,0,0.7,0.0,0.0,0.2,0.1,0.0,0.0,0.0
FER2013Train/fer0000158.png,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000159.png,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000160.png,0,0,0.6,0.0,0.0,0.1,0.2,0.1,0.0,0.0
FER2013Train/fer0000161.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000162.png,0,0,0.375,0.375,0.0,0.25,0.0,0.0,0.0,0.0
FER2013Train/fer0000163.png,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000164.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000165.png,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0
FER2013Train/fer0000166.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000167.png,0,0,0.7,0.1,0.0,0.2,0.0,0.0,0.0,0.0
FER2013Train/fer0000168.png,0,0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
FER2013Train/fer0000170.png,3,0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0
FER2013Train/fer0000171.png,0,0,0.7,0.0,0.0,0.0,0.2,0.0,0.0,0.1
FER2013Train/fer0000172.png,0,0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
FER2013Train/fer0000173.png,0,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
FER2013Train/fer0000174.png,2,0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000175.png,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000176.png,0,0,0.5555555555555556,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111
FER2013Train/fer0000177.png,2,0,0.0,0.0,0.7,0.1,0.0,0.0,0.2,0.0
FER2013Train/fer0000178.png,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FER2013Train/fer0000179.png,1,0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
FER2013Train/fer0000180.png,2,0,0.1,0.0,0.8,0.0,0.0,0.0,0.1,0.0
FER2013Train/fer0000181.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000182.png,0,0,0.7777777777777778,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111
FER2013Train/fer0000183.png,2,0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
FER2013Train/fer0000184.png,0,0,0.6,0.0,0.0,0.1,0.2,0.0,0.0,0.1
FER2013Train/fer0000185.png,4,0,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0
FER2013Train/fer0000186.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000187.png,0,0,0.7777777777777778,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111
FER2013Train/fer0000188.png,0,0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0
FER2013Train/fer0000189.png,6,0,0.0,0.0,0.125,0.125,0.0,0.0,0.75,0.0
FER2013Train/fer0000190.png,2,0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
FER2013Train/fer0000191.png,2,0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000192.png,2,0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
FER2013Train/fer0000193.png,2,0,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000194.png,0,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
FER2013Train/fer0000195.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000196.png,0,0,0.42857142857142855,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
FER2013Train/fer0000197.png,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0
FER2013Train/fer0000198.png,2,0,0.1,0.0,0.7,0.0,0.0,0.0,0.2,0.0
FER2013Train/fer0000199.png,3,0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
FER2013Train/fer0000200.png,3,0,0.2222222222222222,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.1111111111111111
FER2013Train/fer0000201.png,3,0,0.2,0.0,0.0,0.4,0.3,0.0,0.0,0.1
FER2013Train/fer0000202.png,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
FER2013Train/fer0000203.png,3,0,0.2,0.0,0.0,0.7,0.1,0.0,0.0,0.0
FER2013Train/fer0000204.png,2,0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
FER2013Train/fer0000205.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000206.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000207.png,2,0,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0
FER2013Train/fer0000208.png,0,0,0.4444444444444444,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0
FER2013Train/fer0000209.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000210.png,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000211.png,3,0,0.3333333333333333,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0
FER2013Train/fer0000212.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000213.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000214.png,1,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000215.png,1,0,0.0,0.6,0.1,0.2,0.0,0.0,0.0,0.1
FER2013Train/fer0000216.png,0,0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.1
FER2013Train/fer0000217.png,1,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000218.png,1,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000219.png,7,0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4
FER2013Train/fer0000220.png,0,0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.1
FER2013Train/fer0000221.png,0,0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000222.png,0,0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000223.png,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000224.png,4,0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0
FER2013Train/fer0000225.png,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000226.png,2,0,0.4,0.1,0.5,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000227.png,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000228.png,3,0,0.0,0.2222222222222222,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0,0.0
FER2013Train/fer0000229.png,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000230.png,3,0,0.2,0.0,0.0,0.7,0.1,0.0,0.0,0.0
FER2013Train/fer0000231.png,1,0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0
FER2013Train/fer0000232.png,4,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0
FER2013Train/fer0000233.png,1,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000234.png,0,0,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0
FER2013Train/fer0000235.png,0,0,0.7,0.0,0.0,0.1,0.2,0.0,0.0,0.0
FER2013Train/fer0000236.png,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000237.png,3,0,0.2,0.1,0.0,0.7,0.0,0.0,0.0,0.0
FER2013Train/fer0000238.png,0,0,0.6,0.0,0.1,0.3,0.0,0.0,0.0,0.0
FER2013Train/fer0000239.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000240.png,3,0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0
FER2013Train/fer0000241.png,4,0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0
FER2013Train/fer0000242.png,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000243.png,2,0,0.3333333333333333,0.0,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,0.0
FER2013Train/fer0000244.png,4,0,0.4,0.0,0.1,0.0,0.5,0.0,0.0,0.0
FER2013Train/fer0000245.png,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000246.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000247.png,4,0,0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.1
FER2013Train/fer0000248.png,0,0,0.6,0.0,0.1,0.2,0.0,0.0,0.0,0.1
FER2013Train/fer0000249.png,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000250.png,2,0,0.2222222222222222,0.0,0.5555555555555556,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
FER2013Train/fer0000251.png,2,0,0.2,0.0,0.7,0.1,0.0,0.0,0.0,0.0
FER2013Train/fer0000252.png,1,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0
FER2013Train/fer0000253.png,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000254.png,4,0,0.0,0.3,0.2,0.0,0.4,0.0,0.1,0.0
FER2013Train/fer0000255.png,2,0,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000256.png,2,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0
FER2013Train/fer0000257.png,4,0,0.25,0.125,0.0,0.25,0.375,0.0,0.0,0.0
FER2013Train/fer0000258.png,2,0,0.0,0.3333333333333333,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.0
FER2013Train/fer0000259.png,2,0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0
FER2013Train/fer0000260.png,0,0,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0
FER2013Train/fer0000261.png,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1
